"(2 pts) According to Isaiah 8:1, What did the Lord tell Isaiah to write on, and with what? Be specific?","a large scroll, a man's pen","Isaiah 8:1 Moreover the LORD said to me, ""Take a large scroll, and write on it with a man's pen concerning Maher-Shalal-Hash-Baz.",t
"(1 pts) According to Isaiah 8:1, Who was Isaiah told to write about?",Maher-Shalal-Hash-Baz,"Isaiah 8:1 Moreover the LORD said to me, ""Take a large scroll, and write on it with a man's pen concerning Maher-Shalal-Hash-Baz.",t
"(2 pts) According to Isaiah 8:2, Who did the Lord say He would take as faithful witnesses to record?","Uriah (the priest), Zechariah (the son of Jeberechiah)","Isaiah 8:2 And I will take for Myself faithful witnesses to record, Uriah the priest and Zechariah the son of Jeberechiah.""",t
"(1 pts) According to Isaiah 8:2, The Lord named two people to take for Himself to be what?",faithful witnesses to record,"Isaiah 8:2 And I will take for Myself faithful witnesses to record, Uriah the priest and Zechariah the son of Jeberechiah.""",t
"(2 pts) According to Isaiah 8:3, Who did Isaiah go to, and what was the result?","the prophetess, she conceived and bore a son","Isaiah 8:3 Then I went to the prophetess, and she conceived and bore a son. Then the LORD said to me, ""Call his name Maher-Shalal-Hash-Baz;",t
"(1 pts) According to Isaiah 8:3, What did the Lord instruct Isaiah to name his son?",Maher-Shalal-Hash-Baz,"Isaiah 8:3 Then I went to the prophetess, and she conceived and bore a son. Then the LORD said to me, ""Call his name Maher-Shalal-Hash-Baz;",t
"(2 pts) According to Isaiah 8:4, The riches of Damascus and the spoil of Samaria would be taken away before the child would have knowledge to cry what?","my father, my mother","Isaiah 8:4 for before the child shall have knowledge to cry ""My father' and ""My mother,' the riches of Damascus and the spoil of Samaria will be taken away before the king of Assyria.""",t
"(2 pts) According to Isaiah 8:4, Before Isaiah's child would know how to call his father and mother, what would be taken away before the king of Assyria?","the riches of Damascus, the spoil of Samaria","Isaiah 8:4 for before the child shall have knowledge to cry ""My father' and ""My mother,' the riches of Damascus and the spoil of Samaria will be taken away before the king of Assyria.""",t
"(1 pts) According to Isaiah 8:5, Who spoke to Isaiah?",the Lord,"Isaiah 8:5 The LORD also spoke to me again, saying:",t
"(1 pts) According to Isaiah 8:6, What did the Lord say the people had refused?",the waters of Shiloh that flow softly,"Isaiah 8:6 ""Inasmuch as these people refused The waters of Shiloah that flow softly, And rejoice in Rezin and in Remaliah's son;",t
"(2 pts) According to Isaiah 8:6, Who did the people rejoice in?","Rezin, Remaliah's son","Isaiah 8:6 ""Inasmuch as these people refused The waters of Shiloah that flow softly, And rejoice in Rezin and in Remaliah's son;",t
"(3 pts) According to Isaiah 8:7, The Lord brings the king of Assyria up over them and compares him to what, and how is it described?","the waters of the River, strong, mighty","Isaiah 8:7 Now therefore, behold, the Lord brings up over them The waters of the River, strong and mighty--The king of Assyria and all his glory; He will go up over all his channels And go over all his banks.",t
"(2 pts) According to Isaiah 8:7, The Lord brings the king of Assyria up over them like the waters of the River. What will he go up over?","all his channels, all his banks","Isaiah 8:7 Now therefore, behold, the Lord brings up over them The waters of the River, strong and mighty--The king of Assyria and all his glory; He will go up over all his channels And go over all his banks.",t
"(1 pts) According to Isaiah 8:8, Where would he (the king of Assyria) pass through?",Judah,"Isaiah 8:8 He will pass through Judah, He will overflow and pass over, He will reach up to the neck; And the stretching out of his wings Will fill the breadth of Your land, O Immanuel.",t
"(1 pts) According to Isaiah 8:8, He (the king of Assyria) would overflow, pass over, and reach up to where?",the neck,"Isaiah 8:8 He will pass through Judah, He will overflow and pass over, He will reach up to the neck; And the stretching out of his wings Will fill the breadth of Your land, O Immanuel.",t
"(1 pts) According to Isaiah 8:8, To whom would the land belong that the stretching out of his wings (the king of Assyria) would fill the breadth of?",Immanuel,"Isaiah 8:8 He will pass through Judah, He will overflow and pass over, He will reach up to the neck; And the stretching out of his wings Will fill the breadth of Your land, O Immanuel.",t
"(2 pts) According to Isaiah 8:9, What were the people to be?","shattered, broken in pieces","Isaiah 8:9 ""Be shattered, O you peoples, and be broken in pieces! Give ear, all you from far countries. Gird yourselves, but be broken in pieces; Gird yourselves, but be broken in pieces.",t
"(1 pts) According to Isaiah 8:9, The people were instructed to gird themselves, but would be what?",broken in pieces,"Isaiah 8:9 ""Be shattered, O you peoples, and be broken in pieces! Give ear, all you from far countries. Gird yourselves, but be broken in pieces; Gird yourselves, but be broken in pieces.",t
"(2 pts) According to Isaiah 8:10, What would happen to their counsel together, and to the words they spoke?","it will come to nothing, it will not stand","Isaiah 8:10 Take counsel together, but it will come to nothing; Speak the word, but it will not stand, For God is with us.""",t
"(1 pts) According to Isaiah 8:10, Why would their counsel and words come to nothing and not stand?",God is with us,"Isaiah 8:10 Take counsel together, but it will come to nothing; Speak the word, but it will not stand, For God is with us.""",t
"(1 pts) According to Isaiah 8:11, What did Isaiah say the Lord spoke to him with?",a strong hand,"Isaiah 8:11 For the LORD spoke thus to me with a strong hand, and instructed me that I should not walk in the way of this people, saying:",t
"(1 pts) According to Isaiah 8:11, What did the Lord tell Isaiah he should not do?",walk in the way of this people,"Isaiah 8:11 For the LORD spoke thus to me with a strong hand, and instructed me that I should not walk in the way of this people, saying:",t
"(2 pts) According to Isaiah 8:12, What was Isaiah not to say, and concerning what the people call what?","a conspiracy, a conspiracy","Isaiah 8:12 ""Do not say, ""A conspiracy,' Concerning all that this people call a conspiracy, Nor be afraid of their threats, nor be troubled.",t
"(1 pts) According to Isaiah 8:12, The Lord told Isaiah not to be afraid of or troubled of what?",their (the people's) threats,"Isaiah 8:12 ""Do not say, ""A conspiracy,' Concerning all that this people call a conspiracy, Nor be afraid of their threats, nor be troubled.",t
"(3 pts) According to Isaiah 8:13, Fill-in-the-blanks: ""The _____ of _____, Him you shall _____.""?","Lord, hosts, hallow","Isaiah 8:13 The LORD of hosts, Him you shall hallow; Let Him be your fear, And let Him be your dread.",t
