"(2 pts) According to Isaiah 3:1, Who takes away the stock and the store from Jerusalem and from Judah? Be specific?","the Lord, the Lord of hosts","Isaiah 3:1 For behold, the Lord, the LORD of hosts, Takes away from Jerusalem and from Judah The stock and the store, The whole supply of bread and the whole supply of water;",t
"(2 pts) According to Isaiah 3:1, Where does the Lord take things away from?","Jerusalem, Judah","Isaiah 3:1 For behold, the Lord, the LORD of hosts, Takes away from Jerusalem and from Judah The stock and the store, The whole supply of bread and the whole supply of water;",t
"(4 pts) According to Isaiah 3:1, What things (not people/positions) does the Lord take away from Jerusalem and Judah?","the stock, the store, the whole supply of bread, the whole supply of water","Isaiah 3:1 For behold, the Lord, the LORD of hosts, Takes away from Jerusalem and from Judah The stock and the store, The whole supply of bread and the whole supply of water;",t
"(8 pts) According to Isaiah 3:2, List 8 of the people and positions that the Lord takes away from Jerusalem and from Judah (there are a total of 11 given)?","the mighty man, the man of war, the judge, the prophet, the diviner, the elder, the captain of fifty, the honorable man, the counselor, the skillful artisan, the expert enchanter","Isaiah 3:2 The mighty man and the man of war, The judge and the prophet, And the diviner and the elder;",t
"(1 pts) According to Isaiah 3:1, How much of the bread and water does God take away from Jerusalem and Judah? Be specific?",the whole supply,"Isaiah 3:1 For behold, the Lord, the LORD of hosts, Takes away from Jerusalem and from Judah The stock and the store, The whole supply of bread and the whole supply of water;",t
"(1 pts) According to Isaiah 3:4, Who would the Lord give to be their princes?",children,"Isaiah 3:4 ""I will give children to be their princes, And babes shall rule over them.",t
"(1 pts) According to Isaiah 3:4, Who would the Lord give to rule over them?",babes,"Isaiah 3:4 ""I will give children to be their princes, And babes shall rule over them.",t
"(2 pts) According to Isaiah 3:4, What would the Lord give children to be and babes to do?","their princes, rule over them","Isaiah 3:4 ""I will give children to be their princes, And babes shall rule over them.",t
"(2 pts) According to Isaiah 3:5, The Lord said that the people would be oppressed, every one by whom?","another, his neighbor","Isaiah 3:5 The people will be oppressed, Every one by another and every one by his neighbor; The child will be insolent toward the elder, And the base toward the honorable.""",t
"(2 pts) According to Isaiah 3:5, Who would the child and the base each be insolent toward?","the elder, the honorable","Isaiah 3:5 The people will be oppressed, Every one by another and every one by his neighbor; The child will be insolent toward the elder, And the base toward the honorable.""",t
"(2 pts) According to Isaiah 3:6, Who would a man take hold of, and where?","his brother, in the house of his father","Isaiah 3:6 When a man takes hold of his brother In the house of his father, saying, ""You have clothing; You be our ruler, And let these ruins be under your power,""",t
"(1 pts) According to Isaiah 3:6, What reason would a man give to his brother to be their ruler?",you have clothing,"Isaiah 3:6 When a man takes hold of his brother In the house of his father, saying, ""You have clothing; You be our ruler, And let these ruins be under your power,""",t
"(1 pts) According to Isaiah 3:6, When a man would ask his brother to be ruler, what would he say would be under his brother's power?",these ruins,"Isaiah 3:6 When a man takes hold of his brother In the house of his father, saying, ""You have clothing; You be our ruler, And let these ruins be under your power,""",t
"(1 pts) According to Isaiah 3:7, True or False? When asked to be a ruler, a man's brother would accept the request?",FALSE,"Isaiah 3:7 In that day he will protest, saying, ""I cannot cure your ills, For in my house is neither food nor clothing; Do not make me a ruler of the people.""",t
"(1 pts) According to Isaiah 3:7, What would the man asked to be a ruler protest saying he could not do?",cure your ills,"Isaiah 3:7 In that day he will protest, saying, ""I cannot cure your ills, For in my house is neither food nor clothing; Do not make me a ruler of the people.""",t
"(2 pts) According to Isaiah 3:7, When asking not to be made a ruler, what would a person say they did not have in their house?","food, clothing","Isaiah 3:7 In that day he will protest, saying, ""I cannot cure your ills, For in my house is neither food nor clothing; Do not make me a ruler of the people.""",t
"(2 pts) According to Isaiah 3:8, What had Jerusalem and Judah each done?","stumbled, fallen","Isaiah 3:8 For Jerusalem stumbled, And Judah is fallen, Because their tongue and their doings Are against the LORD, To provoke the eyes of His glory.",t
"(2 pts) According to Isaiah 3:8, Jerusalem and Judah had what against the Lord to provoke the eyes of His glory?","their tongue, their doings","Isaiah 3:8 For Jerusalem stumbled, And Judah is fallen, Because their tongue and their doings Are against the LORD, To provoke the eyes of His glory.",t
"(1 pts) According to Isaiah 3:8, Jerusalem and Judah were against the Lord to provoke what?",the eyes of His glory,"Isaiah 3:8 For Jerusalem stumbled, And Judah is fallen, Because their tongue and their doings Are against the LORD, To provoke the eyes of His glory.",t
"(1 pts) According to Isaiah 3:9, What witnesses against them?",the look on their countenance,"Isaiah 3:9 The look on their countenance witnesses against them, And they declare their sin as Sodom; They do not hide it. Woe to their soul! For they have brought evil upon themselves.",t
