"(1 pts) According to Isaiah 1:1, whose vision is recorded?","Isaiah","Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah.","t"
"(1 pts) According to Isaiah 1:1, Isaiah is the son of whom?","Amoz","Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah.","t"
"(2 pts) According to Isaiah 1:1, the vision concerns which places?","Judah, Jerusalem","Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah.","t"
"(4 pts) According to Isaiah 1:1, in whose days did Isaiah see the vision?","Uzziah, Jotham, Ahaz, Hezekiah","Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah.","t"
"(2 pts) According to Isaiah 1:2, who is commanded to hear and give ear?","heavens, earth","Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;","t"
"(1 pts) According to Isaiah 1:2, who has spoken?","the LORD","Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;","t"
"(2 pts) According to Isaiah 1:2, what did the LORD say He has done for the children?","nourished, brought up","Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;","t"
"(1 pts) According to Isaiah 1:2, what have the children done against the LORD?","rebelled against Me","Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;","t"
"(1 pts) According to Isaiah 1:3, what animal knows its owner?","ox","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider.""","t"
"(1 pts) According to Isaiah 1:3, what animal knows its master's crib?","donkey","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider.""","t"
"(1 pts) According to Isaiah 1:3, what does Israel not do?","know","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider.""","t"
"(1 pts) According to Isaiah 1:3, what does God's people not do?","consider","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider.""","t"
"(1 pts) T/F: According to Isaiah 1:3, Israel knows its owner.","FALSE","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider.""","t"
"(1 pts) According to Isaiah 1:4, how is the nation described?","sinful nation","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:4, the people are laden with what?","iniquity","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:4, they are called a brood of what?","evildoers","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:4, they are called children who are what?","corrupters","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:4, they have forsaken whom?","the LORD","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:4, they have provoked to anger whom?","The Holy One of Israel","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:4, they have turned away in which direction?","backward","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward.","t"
"(1 pts) According to Isaiah 1:5, what will the people do?","revolt more and more","Isaiah 1:5 Why should you be stricken again? You will revolt more and more. The whole head is sick, And the whole heart faints.","t"
"(1 pts) According to Isaiah 1:5, what is sick?","the whole head","Isaiah 1:5 Why should you be stricken again? You will revolt more and more. The whole head is sick, And the whole heart faints.","t"
"(1 pts) According to Isaiah 1:5, what faints?","the whole heart","Isaiah 1:5 Why should you be stricken again? You will revolt more and more. The whole head is sick, And the whole heart faints.","t"
"(2 pts) According to Isaiah 1:6, from what to what is there no soundness?","sole of the foot, head","Isaiah 1:6 From the sole of the foot even to the head, There is no soundness in it, But wounds and bruises and putrefying sores; They have not been closed or bound up, Or soothed with ointment.","t"
"(3 pts) According to Isaiah 1:6, what is found instead of soundness?","wounds, bruises, putrefying sores","Isaiah 1:6 From the sole of the foot even to the head, There is no soundness in it, But wounds and bruises and putrefying sores; They have not been closed or bound up, Or soothed with ointment.","t"
"(3 pts) According to Isaiah 1:6, the wounds have not been what?","closed, bound up, soothed with ointment","Isaiah 1:6 From the sole of the foot even to the head, There is no soundness in it, But wounds and bruises and putrefying sores; They have not been closed or bound up, Or soothed with ointment.","t"
"(1 pts) According to Isaiah 1:7, how is the country described?","desolate","Isaiah 1:7 Your country is desolate, Your cities are burned with fire; Strangers devour your land in your presence; And it is desolate, as overthrown by strangers.","t"
"(1 pts) According to Isaiah 1:7, what has been burned with fire?","your cities","Isaiah 1:7 Your country is desolate, Your cities are burned with fire; Strangers devour your land in your presence; And it is desolate, as overthrown by strangers.","t"
"(1 pts) According to Isaiah 1:7, who devours your land in their presence?","Strangers","Isaiah 1:7 Your country is desolate, Your cities are burned with fire; Strangers devour your land in your presence; And it is desolate, as overthrown by strangers.","t"
"(1 pts) According to Isaiah 1:7, your land is desolate as overthrown by whom?","strangers","Isaiah 1:7 Your country is desolate, Your cities are burned with fire; Strangers devour your land in your presence; And it is desolate, as overthrown by strangers.","t"
"(3 pts) According to Isaiah 1:8, the daughter of Zion is left as what?","booth in a vineyard, hut in a garden of cucumbers, besieged city","Isaiah 1:8 So the daughter of Zion is left as a booth in a vineyard, As a hut in a garden of cucumbers, As a besieged city.","t"
"(1 pts) According to Isaiah 1:9, who left to them a very small remnant?","the LORD of hosts","Isaiah 1:9 Unless the LORD of hosts Had left to us a very small remnant, We would have become like Sodom, We would have been made like Gomorrah.","t"
"(2 pts) According to Isaiah 1:9, without the remnant, they would have become like what?","Sodom, Gomorrah","Isaiah 1:9 Unless the LORD of hosts Had left to us a very small remnant, We would have become like Sodom, We would have been made like Gomorrah.","t"
"(1 pts) According to Isaiah 1:10, who are told to hear the word of the LORD?","you rulers of Sodom","Isaiah 1:10 Hear the word of the LORD, You rulers of Sodom; Give ear to the law of our God, You people of Gomorrah:","t"
"(1 pts) According to Isaiah 1:10, who are told to give ear to the law of our God?","you people of Gomorrah","Isaiah 1:10 Hear the word of the LORD, You rulers of Sodom; Give ear to the law of our God, You people of Gomorrah:","t"
"(1 pts) According to Isaiah 1:10, they are told to give ear to the law of whom?","our God","Isaiah 1:10 Hear the word of the LORD, You rulers of Sodom; Give ear to the law of our God, You people of Gomorrah:","t"
"(1 pts) According to Isaiah 1:11, the LORD asks, 'To what purpose is the multitude of your ___ to Me?'","sacrifices","Isaiah 1:11 ""To what purpose is the multitude of your sacrifices to Me?"" Says the LORD. ""I have had enough of burnt offerings of rams And the fat of fed cattle. I do not delight in the blood of bulls, Or of lambs or goats.","t"
"(2 pts) According to Isaiah 1:11, the LORD says He has had enough of what?","burnt offerings of rams, fat of fed cattle","Isaiah 1:11 ""To what purpose is the multitude of your sacrifices to Me?"" Says the LORD. ""I have had enough of burnt offerings of rams And the fat of fed cattle. I do not delight in the blood of bulls, Or of lambs or goats.","t"
"(3 pts) According to Isaiah 1:11, the LORD does not delight in the blood of what?","bulls, lambs, goats","Isaiah 1:11 ""To what purpose is the multitude of your sacrifices to Me?"" Says the LORD. ""I have had enough of burnt offerings of rams And the fat of fed cattle. I do not delight in the blood of bulls, Or of lambs or goats.","t"
"(1 pts) According to Isaiah 1:12, what were they doing to the LORD�","trample My courts","Isaiah 1:12 ""When you come to appear before Me, Who has required this from your hand, To trample My courts?","t"
"(1 pts) According to Isaiah 1:13, they are told to bring no more what?","futile sacrifices","Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting.","t"
"(1 pts) According to Isaiah 1:13, what is an abomination to the LORD?","Incense","Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting.","t"
"(2 pts) According to Isaiah 1:13, the LORD lists which observances along with the calling of assemblies?","New Moons, Sabbaths","Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting.","t"
"(1 pts) According to Isaiah 1:13, the LORD says He cannot endure what and the sacred meeting?","iniquity","Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting.","t"
"(2 pts) According to Isaiah 1:14, my soul hates what?","New Moons, appointed feasts","Isaiah 1:14 Your New Moons and your appointed feasts My soul hates; They are a trouble to Me, I am weary of bearing them.","t"
"(1 pts) According to Isaiah 1:14, their feasts are a _______ to the LORD.","trouble to Me","Isaiah 1:14 Your New Moons and your appointed feasts My soul hates; They are a trouble to Me, I am weary of bearing them.","t"
"(1 pts) According to Isaiah 1:14, the LORD says He is weary of doing what?","bearing them","Isaiah 1:14 Your New Moons and your appointed feasts My soul hates; They are a trouble to Me, I am weary of bearing them.","t"
"(1 pts) According to Isaiah 1:15, when they spread out their hands, what will the LORD do?","hide My eyes from you","Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood.","t"
"(1 pts) According to Isaiah 1:15, even though they make many prayers, what will the LORD do?","will not hear","Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood.","t"
"(1 pts) According to Isaiah 1:15, their hands are full of what?","blood","Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood.","t"
"(1 pts) T/F: According to Isaiah 1:15, their hands are full of water.","FALSE","Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood.","t"
"(2 pts) According to Isaiah 1:16, what are they commanded to do to themselves?","Wash yourselves, make yourselves clean","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,","t"
"(1 pts) According to Isaiah 1:16, they must put away what from before the LORD's eyes?","evil of your doings","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,","t"
"(1 pts) According to Isaiah 1:16, they are told to cease to do what?","evil","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,","t"
"(1 pts) According to Isaiah 1:17, they are told to learn to do what?","good","Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow.","t"
"(1 pts) According to Isaiah 1:17, they are told to seek what?","justice","Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow.","t"
"(1 pts) According to Isaiah 1:17, they are told to rebuke whom?","oppressor","Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow.","t"
"(1 pts) According to Isaiah 1:17, they are told to defend whom?","fatherless","Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow.","t"
"(1 pts) According to Isaiah 1:17, they are told to plead for whom?","widow","Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow.","t"
"(1 pts) According to Isaiah 1:18, the LORD says, 'Come now, and let us ______ together.'","reason","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool.","t"
"(1 pts) According to Isaiah 1:18, though their sins are like what, they shall be as white as snow?","scarlet","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool.","t"
"(1 pts) According to Isaiah 1:18, though they are red like what, they shall be as wool?","crimson","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool.","t"
"(1 pts) T/F: According to Isaiah 1:18, though your sins are like scarlet, they shall be as white as snow.","TRUE","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool.","t"
"(1 pts) According to Isaiah 1:19, if they are willing and obedient, what shall they eat?","good of the land","Isaiah 1:19 If you are willing and obedient, You shall eat the good of the land;","t"
"(1 pts) According to Isaiah 1:20, if they refuse and rebel, what shall happen to them?","devoured by the sword","Isaiah 1:20 But if you refuse and rebel, You shall be devoured by the sword""; For the mouth of the LORD has spoken.","t"
"(1 pts) According to Isaiah 1:20, who has spoken this?","the mouth of the LORD","Isaiah 1:20 But if you refuse and rebel, You shall be devoured by the sword""; For the mouth of the LORD has spoken.","t"
"(1 pts) According to Isaiah 1:21, the faithful city has become a what?","harlot","Isaiah 1:21 How the faithful city has become a harlot! It was full of justice; Righteousness lodged in it, But now murderers.","t"
"(1 pts) According to Isaiah 1:21, it was full of what?","justice","Isaiah 1:21 How the faithful city has become a harlot! It was full of justice; Righteousness lodged in it, But now murderers.","t"
