"(1 pts) According to Isaiah 4:1, Who would take hold of one man in that day?",seven women,"Isaiah 4:1 And in that day seven women shall take hold of one man, saying, ""We will eat our own food and wear our own apparel; Only let us be called by your name, To take away our reproach."""
"(2 pts) According to Isaiah 4:1, Seven women would ask one man to be called by his name to take away their reproach, but said they would do what two things?","eat our own food, wear our own apparel","Isaiah 4:1 And in that day seven women shall take hold of one man, saying, ""We will eat our own food and wear our own apparel; Only let us be called by your name, To take away our reproach."""
"(2 pts) According to Isaiah 4:1, The women speaking to one man would say they would eat their own food and wear their own apparel. What did they ask for, and why?","let us be called by your name, to take away our reproach","Isaiah 4:1 And in that day seven women shall take hold of one man, saying, ""We will eat our own food and wear our own apparel; Only let us be called by your name, To take away our reproach."""
"(1 pts) According to Isaiah 4:2, What would be beautiful in that day? Be specific?",the Branch of the Lord,Isaiah 4:2 In that day the Branch of the LORD shall be beautiful and glorious; And the fruit of the earth shall be excellent and appealing For those of Israel who have escaped.
"(2 pts) According to Isaiah 4:2, What would the Branch of the Lord be in that day?","beautiful, glorious",Isaiah 4:2 In that day the Branch of the LORD shall be beautiful and glorious; And the fruit of the earth shall be excellent and appealing For those of Israel who have escaped.
"(2 pts) According to Isaiah 4:2, The fruit of the earth will be what for those of Israel who have escaped?","excellent, appealing",Isaiah 4:2 In that day the Branch of the LORD shall be beautiful and glorious; And the fruit of the earth shall be excellent and appealing For those of Israel who have escaped.
"(4 pts) According to Isaiah 4:3, Fill-in-the-blanks: ""He who is _____ in _____ and _____ in _____ will be called holy.""?","left, Zion, remains, Jerusalem",Isaiah 4:3 And it shall come to pass that he who is left in Zion and remains in Jerusalem will be called holy--everyone who is recorded among the living in Jerusalem.
"(1 pts) According to Isaiah 4:3, Who living in Jerusalem (who remains there and is left in Zion) will be called holy?",everyone who is recorded among the living,Isaiah 4:3 And it shall come to pass that he who is left in Zion and remains in Jerusalem will be called holy--everyone who is recorded among the living in Jerusalem.
"(2 pts) According to Isaiah 4:4, The Lord will wash away the filth from whom, and purge what from her midst?","the daughters of Zion, the blood of Jerusalem","Isaiah 4:4 When the Lord has washed away the filth of the daughters of Zion, and purged the blood of Jerusalem from her midst, by the spirit of judgment and by the spirit of burning,"
"(2 pts) According to Isaiah 4:4, By what spirit will the Lord wash and purge the daughters of Zion?","judgment, burning","Isaiah 4:4 When the Lord has washed away the filth of the daughters of Zion, and purged the blood of Jerusalem from her midst, by the spirit of judgment and by the spirit of burning,"
"(2 pts) According to Isaiah 4:5, What will the Lord create above every dwelling place of Mount Zion, and above her assemblies?","a cloud and smoke by day, the shining of a flaming fire by night","Isaiah 4:5 then the LORD will create above every dwelling place of Mount Zion, and above her assemblies, a cloud and smoke by day and the shining of a flaming fire by night. For over all the glory there will be a covering."
"(2 pts) According to Isaiah 4:5, The Lord will create a cloud and smoke by day and the shining of a flaming fire by night above what?","every dwelling place of Mount Zion, her assemblies","Isaiah 4:5 then the LORD will create above every dwelling place of Mount Zion, and above her assemblies, a cloud and smoke by day and the shining of a flaming fire by night. For over all the glory there will be a covering."
"(1 pts) According to Isaiah 4:5, What would there be over all the glory?",a covering,"Isaiah 4:5 then the LORD will create above every dwelling place of Mount Zion, and above her assemblies, a cloud and smoke by day and the shining of a flaming fire by night. For over all the glory there will be a covering."
"(3 pts) According to Isaiah 4:6, The tabernacle would be for what?","shade in daytime from the heat, a place of refuge, shelter from storm and rain","Isaiah 4:6 And there will be a tabernacle for shade in the daytime from the heat, for a place of refuge, and for a shelter from storm and rain."
"(1 pts) According to Isaiah 4:6, What would there be for shade, refuge, and a shelter?",a tabernacle,"Isaiah 4:6 And there will be a tabernacle for shade in the daytime from the heat, for a place of refuge, and for a shelter from storm and rain."
