"(1 pts) According to Isaiah 6:1, When did Isaiah see the Lord sitting on a throne, high and lifted up? Be specific?",in the year that king Uzziah died,"Isaiah 6:1 In the year that King Uzziah died, I saw the Lord sitting on a throne, high and lifted up, and the train of His robe filled the temple."
"(3 pts) According to Isaiah 6:1, Where did Isaiah see the Lord sitting?","on a throne, high, lifted up","Isaiah 6:1 In the year that King Uzziah died, I saw the Lord sitting on a throne, high and lifted up, and the train of His robe filled the temple."
"(1 pts) According to Isaiah 6:1, When Isaiah saw the Lord sitting on a throne, what filled the temple?",the train of His robe,"Isaiah 6:1 In the year that King Uzziah died, I saw the Lord sitting on a throne, high and lifted up, and the train of His robe filled the temple."
"(2 pts) According to Isaiah 6:2, Who stood above the throne, and what did each have?","seraphim, six wings","Isaiah 6:2 Above it stood seraphim; each one had six wings: with two he covered his face, with two he covered his feet, and with two he flew."
"(3 pts) According to Isaiah 6:2, What did the seraphim each do with two of their wings (for a total of six wings)?","covered his face, covered his feet, flew","Isaiah 6:2 Above it stood seraphim; each one had six wings: with two he covered his face, with two he covered his feet, and with two he flew."
"(4 pts) According to Isaiah 6:3, Fill-in-the-blanks: ""Holy, holy, holy is the _____ of _____; the whole _____ is full of His _____!""?","Lord, hosts, earth, glory","Isaiah 6:3 And one cried to another and said: ""Holy, holy, holy is the LORD of hosts; The whole earth is full of His glory!"""
"(1 pts) According to Isaiah 6:3, How many times did the seraphim say ""holy"" when one cried to another?",three,"Isaiah 6:3 And one cried to another and said: ""Holy, holy, holy is the LORD of hosts; The whole earth is full of His glory!"""
"(1 pts) According to Isaiah 6:4, What was shaken by the voice of him who cried out?",the posts of the door,"Isaiah 6:4 And the posts of the door were shaken by the voice of him who cried out, and the house was filled with smoke."
"(1 pts) According to Isaiah 6:4, What were the posts of the door shaken by?",the voice of him who cried out,"Isaiah 6:4 And the posts of the door were shaken by the voice of him who cried out, and the house was filled with smoke."
"(1 pts) According to Isaiah 6:4, What was the house filled with?",smoke,"Isaiah 6:4 And the posts of the door were shaken by the voice of him who cried out, and the house was filled with smoke."
