"(1 pts) According to Isaiah 1:1, Who had a vision?",Isaiah,"Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah."
"(2 pts) According to Isaiah 1:1, What was Isaiah's vision concerning?","Judah, Jerusalem","Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah."
"(4 pts) According to Isaiah 1:1, Isaiah had a vision in the days of which kings of Judah?","Uzziah, Jotham, Ahaz, Hezekiah","Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah."
"(1 pts) According to Isaiah 1:1, Who was Isaiah's father?",Amoz,"Isaiah 1:1 The vision of Isaiah the son of Amoz, which he saw concerning Judah and Jerusalem in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah."
"(2 pts) According to Isaiah 1:2, What were the heavens and the earth to do?","hear, give ear","Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;"
"(2 pts) According to Isaiah 1:2, The Lord said He had done what to children?","nourished, brought up","Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;"
"(1 pts) According to Isaiah 1:2, The Lord nourished and brought up children, and what did He say they did?",rebelled against Me,"Isaiah 1:2 Hear, O heavens, and give ear, O earth! For the LORD has spoken: ""I have nourished and brought up children, And they have rebelled against Me;"
"(2 pts) According to Isaiah 1:3, The ox and the donkey each knows what?","its owner, its master's crib","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider."""
"(2 pts) According to Isaiah 1:3, Who knows its owner, and who knows its master's crib?","the ox, the donkey","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider."""
"(2 pts) According to Isaiah 1:3, Fill-in-the-blanks: ""Israel does not _____, My people do not _____.""?","know, consider","Isaiah 1:3 The ox knows its owner And the donkey its master's crib; But Israel does not know, My people do not consider."""
"(1 pts) According to Isaiah 1:4, God called Israel a sinful nation, a people laden with what?",iniquity,"Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward."
"(2 pts) According to Isaiah 1:4, The Lord said that Israel was a brood of what, and children who are what?","evildoers, corrupters","Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward."
"(1 pts) According to Isaiah 1:4, God said that Israel had forsaken the Lord and provoked whom to anger? Be specific?",the Holy One of Israel,"Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward."
"(1 pts) According to Isaiah 1:4, God said that Israel had turned away in what direction?",backward,"Isaiah 1:4 Alas, sinful nation, A people laden with iniquity, A brood of evildoers, Children who are corrupters! They have forsaken the LORD, They have provoked to anger The Holy One of Israel, They have turned away backward."
"(1 pts) According to Isaiah 1:5, What did God say Israel would do more and more?",revolt,"Isaiah 1:5 Why should you be stricken again? You will revolt more and more. The whole head is sick, And the whole heart faints."
"(2 pts) According to Isaiah 1:5, What is sick, and what faints? Be specific?","the whole head, the whole heart","Isaiah 1:5 Why should you be stricken again? You will revolt more and more. The whole head is sick, And the whole heart faints."
"(2 pts) According to Isaiah 1:6, There is no soundness from where to where?","the sole of the foot, the head","Isaiah 1:6 From the sole of the foot even to the head, There is no soundness in it, But wounds and bruises and putrefying sores; They have not been closed or bound up, Or soothed with ointment."
"(3 pts) According to Isaiah 1:6, What had not been closed or bound up?","wounds, bruises, putrefying sores","Isaiah 1:6 From the sole of the foot even to the head, There is no soundness in it, But wounds and bruises and putrefying sores; They have not been closed or bound up, Or soothed with ointment."
"(3 pts) According to Isaiah 1:6, What had not been done to their wounds, bruises, and putrefying sores?","closed, bound up, soothed with ointment","Isaiah 1:6 From the sole of the foot even to the head, There is no soundness in it, But wounds and bruises and putrefying sores; They have not been closed or bound up, Or soothed with ointment."
"(2 pts) According to Isaiah 1:7, What did God say their whole country and their cities were each like?","desolate, burned with fire","Isaiah 1:7 Your country is desolate, Your cities are burned with fire; Strangers devour your land in your presence; And it is desolate, as overthrown by strangers."
"(1 pts) According to Isaiah 1:7, Who devoured their land in their presence?",strangers,"Isaiah 1:7 Your country is desolate, Your cities are burned with fire; Strangers devour your land in your presence; And it is desolate, as overthrown by strangers."
"(1 pts) According to Isaiah 1:8, Who was left as a booth in a vineyard? Be specific?",the daughter of Zion,"Isaiah 1:8 So the daughter of Zion is left as a booth in a vineyard, As a hut in a garden of cucumbers, As a besieged city."
"(3 pts) According to Isaiah 1:8, The daughter of Zion was left as what things?","a booth in a vineyard, a hut in a garden of cucumbers, a besieged city","Isaiah 1:8 So the daughter of Zion is left as a booth in a vineyard, As a hut in a garden of cucumbers, As a besieged city."
"(1 pts) According to Isaiah 1:8, The daughter of Zion was left as a hut in what? Be specific?",a garden of cucumbers,"Isaiah 1:8 So the daughter of Zion is left as a booth in a vineyard, As a hut in a garden of cucumbers, As a besieged city."
"(1 pts) According to Isaiah 1:9, They would have become like Sodom and Gomorrah unless the Lord had left them what? Be specific?",a very small remnant,"Isaiah 1:9 Unless the LORD of hosts Had left to us a very small remnant, We would have become like Sodom, We would have been made like Gomorrah."
"(2 pts) According to Isaiah 1:9, Unless the Lord of hosts had left them a very small remnant, they would have become like and made like what cities?","Sodom, Gomorrah","Isaiah 1:9 Unless the LORD of hosts Had left to us a very small remnant, We would have become like Sodom, We would have been made like Gomorrah."
"(2 pts) According to Isaiah 1:10, What city was to hear the word of the Lord, and what city was to give ear to the law of our God?","Sodom, Gomorrah","Isaiah 1:10 Hear the word of the LORD, You rulers of Sodom; Give ear to the law of our God, You people of Gomorrah:"
"(2 pts) According to Isaiah 1:10, What were Sodom and Gomorrah each to hear and give ear to?","the word of the Lord, the law of our God","Isaiah 1:10 Hear the word of the LORD, You rulers of Sodom; Give ear to the law of our God, You people of Gomorrah:"
"(3 pts) According to Isaiah 1:11, Fill-in-the-blanks: ""To what _____ is the _____ of your _____ to Me?""?","purpose, multitude, sacrifices","Isaiah 1:11 ""To what purpose is the multitude of your sacrifices to Me?"" Says the LORD. ""I have had enough of burnt offerings of rams And the fat of fed cattle. I do not delight in the blood of bulls, Or of lambs or goats."
"(2 pts) According to Isaiah 1:11, The Lord said He had had enough of what two things?","burnt offerings of rams, the fat of fed cattle","Isaiah 1:11 ""To what purpose is the multitude of your sacrifices to Me?"" Says the LORD. ""I have had enough of burnt offerings of rams And the fat of fed cattle. I do not delight in the blood of bulls, Or of lambs or goats."
"(3 pts) According to Isaiah 1:11, The Lord said that He did not delight in the blood of what animals?","bulls, lambs, goats","Isaiah 1:11 ""To what purpose is the multitude of your sacrifices to Me?"" Says the LORD. ""I have had enough of burnt offerings of rams And the fat of fed cattle. I do not delight in the blood of bulls, Or of lambs or goats."
"(1 pts) According to Isaiah 1:12, God asked who had required this from their hand (to trample My courts) when they came to do what?",appear before Me,"Isaiah 1:12 ""When you come to appear before Me, Who has required this from your hand, To trample My courts?"
"(1 pts) According to Isaiah 1:13, What did God tell them not to bring any more of? Be specific?",futile sacrifices,"Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting."
"(1 pts) According to Isaiah 1:13, What did God say was an abomination to Him?",incense,"Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting."
"(3 pts) According to Isaiah 1:13, What kinds of sacred meetings could God not endure with iniquity?","New Moons, Sabbaths, the calling of assemblies","Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting."
"(2 pts) According to Isaiah 1:13, God said that He could not endure what two things together?","iniquity, the sacred meeting","Isaiah 1:13 Bring no more futile sacrifices; Incense is an abomination to Me. The New Moons, the Sabbaths, and the calling of assemblies--I cannot endure iniquity and the sacred meeting."
"(2 pts) According to Isaiah 1:14, What did God say His soul hated and were a trouble to Him?","your New Moons, your appointed feasts","Isaiah 1:14 Your New Moons and your appointed feasts My soul hates; They are a trouble to Me, I am weary of bearing them."
"(3 pts) According to Isaiah 1:14, Fill-in-the-blanks: ""Your New Moons and your appointed feasts My soul _____; They are a _____ to Me, I am _____ of bearing them.""?","hates, trouble, weary","Isaiah 1:14 Your New Moons and your appointed feasts My soul hates; They are a trouble to Me, I am weary of bearing them."
"(1 pts) According to Isaiah 1:15, God said He would hide His eyes when they did what?",spread out your hands,"Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood."
"(1 pts) According to Isaiah 1:15, God said He would not hear even though they did what?",make many prayers,"Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood."
"(1 pts) According to Isaiah 1:15, What did God say their hands were full of?",blood,"Isaiah 1:15 When you spread out your hands, I will hide My eyes from you; Even though you make many prayers, I will not hear. Your hands are full of blood."
"(2 pts) According to Isaiah 1:16, Fill-in-the-blanks: ""_____ yourselves, make yourselves _____;""?","wash, clean","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,"
"(2 pts) According to Isaiah 1:16, What does God say we are to put away, and from before what?","the evil of your doings, My [God's] eyes","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,"
"(2 pts) According to Isaiah 1:16, What are we to cease to do, and what are we to learn to do?","evil, good","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,"
"(6 pts) According to Isaiah 1:16, God tells us to put away the evil of our doings from before His eyes. What else does He tell us to do (six things)?","cease to do evil, learn to do good, seek justice, rebuke the oppressor, defend the fatherless, plead for the widow","Isaiah 1:16 ""Wash yourselves, make yourselves clean; Put away the evil of your doings from before My eyes. Cease to do evil,"
"(1 pts) According to Isaiah 1:17, What are we to seek?",justice,"Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow."
"(3 pts) According to Isaiah 1:17, Who are we to rebuke, defend, and plead for?","the oppressor, the fatherless, the widow","Isaiah 1:17 Learn to do good; Seek justice, Rebuke the oppressor; Defend the fatherless, Plead for the widow."
"(2 pts) According to Isaiah 1:18, What does God invite us to do?","come, reason together","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool."
"(2 pts) According to Isaiah 1:18, What colors does God use to describe our sins before he cleanses them? Be specific?","scarlet, red like crimson","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool."
"(2 pts) According to Isaiah 1:18, God compares our sins to scarlet and red like crimson, but says He can make them as what?","white as snow, wool","Isaiah 1:18 ""Come now, and let us reason together,"" Says the LORD, ""Though your sins are like scarlet, They shall be as white as snow; Though they are red like crimson, They shall be as wool."
"(2 pts) According to Isaiah 1:19, What two things must we be to be able to eat of the good of the land?","willing, obedient","Isaiah 1:19 If you are willing and obedient, You shall eat the good of the land;"
"(1 pts) According to Isaiah 1:19, What does God promise we will do if we are willing and obedient?",eat the good of the land,"Isaiah 1:19 If you are willing and obedient, You shall eat the good of the land;"
"(2 pts) According to Isaiah 1:20, We will be devoured by the sword if we do what two things?","refuse, rebel","Isaiah 1:20 But if you refuse and rebel, You shall be devoured by the sword""; For the mouth of the LORD has spoken."
"(1 pts) According to Isaiah 1:20, Those who refuse and rebel will be devoured by what?",the sword,"Isaiah 1:20 But if you refuse and rebel, You shall be devoured by the sword""; For the mouth of the LORD has spoken."
"(1 pts) According to Isaiah 1:21, Who has become like a harlot? Be specific?",the faithful city,"Isaiah 1:21 How the faithful city has become a harlot! It was full of justice; Righteousness lodged in it, But now murderers."
"(2 pts) According to Isaiah 1:21, What was the faithful city full of, and what lodged in it?","justice, righteousness","Isaiah 1:21 How the faithful city has become a harlot! It was full of justice; Righteousness lodged in it, But now murderers."
"(1 pts) According to Isaiah 1:21, What did God say was in the faithful city that had become a harlot instead of justice and righteousness?",murderers,"Isaiah 1:21 How the faithful city has become a harlot! It was full of justice; Righteousness lodged in it, But now murderers."
"(1 pts) According to Isaiah 1:22, What did the Lord say their silver had become?",dross,"Isaiah 1:22 Your silver has become dross, Your wine mixed with water."
"(1 pts) According to Isaiah 1:22, What was their wine mixed with?",water,"Isaiah 1:22 Your silver has become dross, Your wine mixed with water."
"(2 pts) According to Isaiah 1:23, Fill-in-the-blanks: ""Your princes are _____, and companions of _____;""?","rebellious, thieves","Isaiah 1:23 Your princes are rebellious, And companions of thieves; Everyone loves bribes, And follows after rewards. They do not defend the fatherless, Nor does the cause of the widow come before them."
"(2 pts) According to Isaiah 1:23, What did everyone love, and what did they follow after?","bribes, rewards","Isaiah 1:23 Your princes are rebellious, And companions of thieves; Everyone loves bribes, And follows after rewards. They do not defend the fatherless, Nor does the cause of the widow come before them."
"(2 pts) According to Isaiah 1:23, Who did they not defend, and whose cause did not come before them?","the fatherless, the widow","Isaiah 1:23 Your princes are rebellious, And companions of thieves; Everyone loves bribes, And follows after rewards. They do not defend the fatherless, Nor does the cause of the widow come before them."
"(2 pts) According to Isaiah 1:24, What two titles did the Lord give Himself as He spoke to them?","the Lord of hosts, the Mighty One of Israel","Isaiah 1:24 Therefore the Lord says, The LORD of hosts, the Mighty One of Israel, ""Ah, I will rid Myself of My adversaries, And take vengeance on My enemies."
"(2 pts) According to Isaiah 1:24, Who did God say He would rid Himself of, and who would He take vengeance on?","My adversaries, My enemies","Isaiah 1:24 Therefore the Lord says, The LORD of hosts, the Mighty One of Israel, ""Ah, I will rid Myself of My adversaries, And take vengeance on My enemies."
"(1 pts) According to Isaiah 1:25, What did God say He would turn against them?",My hand,"Isaiah 1:25 I will turn My hand against you, And thoroughly purge away your dross, And take away all your alloy."
