"(2 pts) According to Isaiah 10:1, A woe is pronounced to those who decree and write what?","unrighteous decrees, misfortune","Isaiah 10:1 ""Woe to those who decree unrighteous decrees, Who write misfortune, Which they have prescribed"
"(2 pts) According to Isaiah 10:2, Who do they rob?","the needy, the fatherless","Isaiah 10:2 To rob the needy of justice, And to take what is right from the poor of My people, That widows may be their prey, And that they may rob the fatherless."
"(2 pts) According to Isaiah 10:2, Who do they take what is right from, and to make whom their prey?","the poor of My people, widows","Isaiah 10:2 To rob the needy of justice, And to take what is right from the poor of My people, That widows may be their prey, And that they may rob the fatherless."
"(1 pts) According to Isaiah 10:3, What day is referred to?",the day of punishment,"Isaiah 10:3 What will you do in the day of punishment, And in the desolation which will come from afar? To whom will you flee for help? And where will you leave your glory?"
"(1 pts) According to Isaiah 10:3, Where will desolation come from?",afar,"Isaiah 10:3 What will you do in the day of punishment, And in the desolation which will come from afar? To whom will you flee for help? And where will you leave your glory?"
"(2 pts) According to Isaiah 10:4, Where would they bow down, and among whom would they fall?","among the prisoners, the slain","Isaiah 10:4 Without Me they shall bow down among the prisoners, And they shall fall among the slain."" For all this His anger is not turned away, But His hand is stretched out still."
"(2 pts) According to Isaiah 10:4, What is not turned away, and what is still stretched out?","His anger, His hand","Isaiah 10:4 Without Me they shall bow down among the prisoners, And they shall fall among the slain."" For all this His anger is not turned away, But His hand is stretched out still."
"(2 pts) According to Isaiah 10:5, God describes Assyria as the rod of what, and the staff in whose hand is what?","My anger, My indignation","Isaiah 10:5 ""Woe to Assyria, the rod of My anger And the staff in whose hand is My indignation."
"(1 pts) According to Isaiah 10:5, Upon whom is a woe pronounced?",Assyria,"Isaiah 10:5 ""Woe to Assyria, the rod of My anger And the staff in whose hand is My indignation."
"(2 pts) According to Isaiah 10:6, Who would he (Assyria) be sent against?","an ungodly nation, the people of My wrath","Isaiah 10:6 I will send him against an ungodly nation, And against the people of My wrath I will give him charge, To seize the spoil, to take the prey, And to tread them down like the mire of the streets."
"(3 pts) According to Isaiah 10:6, What is he (Assyria) given charge to do?","seize the spoil, take the prey, tread them down like the mire of the streets","Isaiah 10:6 I will send him against an ungodly nation, And against the people of My wrath I will give him charge, To seize the spoil, to take the prey, And to tread them down like the mire of the streets."
"(2 pts) According to Isaiah 10:7, What is it in his heart to do?","destroy, cut off not a few nations","Isaiah 10:7 Yet he does not mean so, Nor does his heart think so; But it is in his heart to destroy, And cut off not a few nations."
"(1 pts) According to Isaiah 10:7, What does not think so?",his heart,"Isaiah 10:7 Yet he does not mean so, Nor does his heart think so; But it is in his heart to destroy, And cut off not a few nations."
"(1 pts) According to Isaiah 10:8, What does he say his princes are?",kings,"Isaiah 10:8 For he says, ""Are not my princes altogether kings?"
"(6 pts) According to Isaiah 10:9, What six cities are compared?","Calno, Carchemish, Hamath, Arpad, Samaria, Damascus",Isaiah 10:9 Is not Calno like Carchemish? Is not Hamath like Arpad? Is not Samaria like Damascus?
"(1 pts) According to Isaiah 10:10, What did the person speaking say his hand had found?",the kingdoms of the idols,"Isaiah 10:10 As my hand has found the kingdoms of the idols, Whose carved images excelled those of Jerusalem and Samaria,"
"(2 pts) According to Isaiah 10:10, The kingdoms of the idols were found whose carved images excelled those of what cities?","Jerusalem, Samaria","Isaiah 10:10 As my hand has found the kingdoms of the idols, Whose carved images excelled those of Jerusalem and Samaria,"
"(4 pts) According to Isaiah 10:11, Fill-in-the-blanks: ""As I have done to _____ and her _____, Shall I not do also to _____ and her _____?""?","Samaria, idols, Jerusalem, idols","Isaiah 10:11 As I have done to Samaria and her idols, Shall I not do also to Jerusalem and her idols?""'"
"(2 pts) According to Isaiah 10:11, The speaker ask whether he will do to what city and her idols as he has done to what other city and her idols?","Jerusalem, Samaria","Isaiah 10:11 As I have done to Samaria and her idols, Shall I not do also to Jerusalem and her idols?""'"
"(2 pts) According to Isaiah 10:12, The Lord will say He will punish the king of Assyria when He has performed all His work on what locations?","Mount Zion, Jerusalem","Isaiah 10:12 Therefore it shall come to pass, when the Lord has performed all His work on Mount Zion and on Jerusalem, that He will say, ""I will punish the fruit of the arrogant heart of the king of Assyria, and the glory of his haughty looks."""
"(2 pts) According to Isaiah 10:12, What will the Lord say He will punish concerning the king of Assyria?","the fruit of the arrogant heart, the glory of his haughty looks","Isaiah 10:12 Therefore it shall come to pass, when the Lord has performed all His work on Mount Zion and on Jerusalem, that He will say, ""I will punish the fruit of the arrogant heart of the king of Assyria, and the glory of his haughty looks."""
"(2 pts) According to Isaiah 10:13, He has done ""it"" by what (because he is prudent)?","the strength of my hand, my wisdom","Isaiah 10:13 For he says: ""By the strength of my hand I have done it, And by my wisdom, for I am prudent; Also I have removed the boundaries of the people, And have robbed their treasuries; So I have put down the inhabitants like a valiant man."
"(2 pts) According to Isaiah 10:13, What has he removed and robbed?","the boundaries of the people, their treasuries","Isaiah 10:13 For he says: ""By the strength of my hand I have done it, And by my wisdom, for I am prudent; Also I have removed the boundaries of the people, And have robbed their treasuries; So I have put down the inhabitants like a valiant man."
"(1 pts) According to Isaiah 10:13, He has put down the inhabitants like what?",a valiant man,"Isaiah 10:13 For he says: ""By the strength of my hand I have done it, And by my wisdom, for I am prudent; Also I have removed the boundaries of the people, And have robbed their treasuries; So I have put down the inhabitants like a valiant man."
"(1 pts) According to Isaiah 10:14, What did he find like a nest?",the riches of the people,"Isaiah 10:14 My hand has found like a nest the riches of the people, And as one gathers eggs that are left, I have gathered all the earth; And there was no one who moved his wing, Nor opened his mouth with even a peep."""
"(1 pts) According to Isaiah 10:14, What did he say he had gathered as one gathers eggs that are left?",all the earth,"Isaiah 10:14 My hand has found like a nest the riches of the people, And as one gathers eggs that are left, I have gathered all the earth; And there was no one who moved his wing, Nor opened his mouth with even a peep."""
"(2 pts) According to Isaiah 10:14, There was no one who moved what, nor opened his mouth with what?","his wing, a peep","Isaiah 10:14 My hand has found like a nest the riches of the people, And as one gathers eggs that are left, I have gathered all the earth; And there was no one who moved his wing, Nor opened his mouth with even a peep."""
"(2 pts) According to Isaiah 10:15, Who might the ax or the saw each boast against?","him who chops with it, him who saws with it","Isaiah 10:15 Shall the ax boast itself against him who chops with it? Or shall the saw exalt itself against him who saws with it? As if a rod could wield itself against those who lift it up, Or as if a staff could lift up, as if it were not wood!"
"(1 pts) According to Isaiah 10:15, Who might a rod wield itself against?",those who lift it up,"Isaiah 10:15 Shall the ax boast itself against him who chops with it? Or shall the saw exalt itself against him who saws with it? As if a rod could wield itself against those who lift it up, Or as if a staff could lift up, as if it were not wood!"
"(1 pts) According to Isaiah 10:15, The question is asked whether a staff could lift up, as if it were not what?",wood,"Isaiah 10:15 Shall the ax boast itself against him who chops with it? Or shall the saw exalt itself against him who saws with it? As if a rod could wield itself against those who lift it up, Or as if a staff could lift up, as if it were not wood!"
