"(3 pts) According to Isaiah 7:1, Who was king of Judah, who was his father, and who was his grandfather?","Ahaz, Jotham, Uzziah","Isaiah 7:1 Now it came to pass in the days of Ahaz the son of Jotham, the son of Uzziah, king of Judah, that Rezin king of Syria and Pekah the son of Remaliah, king of Israel, went up to Jerusalem to make war against it, but could not prevail against it.",t
"(4 pts) According to Isaiah 7:1, Who were the two kings that made war against Jerusalem, including the countries they were king over?","Rezin, Syria, Pekah, Israel","Isaiah 7:1 Now it came to pass in the days of Ahaz the son of Jotham, the son of Uzziah, king of Judah, that Rezin king of Syria and Pekah the son of Remaliah, king of Israel, went up to Jerusalem to make war against it, but could not prevail against it.",t
"(1 pts) According to Isaiah 7:1, True or False? The two kings that went up to Jerusalem to make war against it were able to capture it?",FALSE,"Isaiah 7:1 Now it came to pass in the days of Ahaz the son of Jotham, the son of Uzziah, king of Judah, that Rezin king of Syria and Pekah the son of Remaliah, king of Israel, went up to Jerusalem to make war against it, but could not prevail against it.",t
"(1 pts) According to Isaiah 7:2, What was told to the house of David?",Syria's forces are deployed in Ephraim,"Isaiah 7:2 And it was told to the house of David, saying, ""Syria's forces are deployed in Ephraim."" So his heart and the heart of his people were moved as the trees of the woods are moved with the wind.",t
"(1 pts) According to Isaiah 7:2, When the people heard that Syria's forces were deployed against them, how were their hearts moved?",as the trees of the woods are moved with the wind,"Isaiah 7:2 And it was told to the house of David, saying, ""Syria's forces are deployed in Ephraim."" So his heart and the heart of his people were moved as the trees of the woods are moved with the wind.",t
"(2 pts) According to Isaiah 7:3, Who did the Lord instruct to go out to meet Ahaz?","Isaiah, Shear-Jashub (Isaiah's son)","Isaiah 7:3 Then the LORD said to Isaiah, ""Go out now to meet Ahaz, you and Shear-Jashub your son, at the end of the aqueduct from the upper pool, on the highway to the Fuller's Field,",t
"(2 pts) According to Isaiah 7:3, Where were Isaiah and his son to meet king Ahaz?","at the end of the aqueduct from the upper pool, on the highway to the Fuller's Field","Isaiah 7:3 Then the LORD said to Isaiah, ""Go out now to meet Ahaz, you and Shear-Jashub your son, at the end of the aqueduct from the upper pool, on the highway to the Fuller's Field,",t
"(1 pts) According to Isaiah 7:4, What did God call the two kings that had come to fight against Jerusalem?",two stubs of smoking firebrands,"Isaiah 7:4 and say to him: ""Take heed, and be quiet; do not fear or be fainthearted for these two stubs of smoking firebrands, for the fierce anger of Rezin and Syria, and the son of Remaliah.",t
"(2 pts) According to Isaiah 7:4, God told Ahaz to not do what and not to be what because of the two kings that were attacking Jerusalem?","fear, fainthearted","Isaiah 7:4 and say to him: ""Take heed, and be quiet; do not fear or be fainthearted for these two stubs of smoking firebrands, for the fierce anger of Rezin and Syria, and the son of Remaliah.",t
"(3 pts) According to Isaiah 7:4, Ahaz was told not to fear for the fierce anger of whom?","Rezin, Syria, the son of Remaliah","Isaiah 7:4 and say to him: ""Take heed, and be quiet; do not fear or be fainthearted for these two stubs of smoking firebrands, for the fierce anger of Rezin and Syria, and the son of Remaliah.",t
